,Id,Title,Ww_gross,Dom_gross,Fore_gross,Year,Descriptions,Rating_cnt,Best_rating,Worst_rating,Rating_value,Content_rating,Release,Keywords,Runtime,Genre1,Genre2,Genre3,Actor1,Actor2,Actor3,Director1,Director2,Director3,Creator1,Creator2,Creator3
0,tt0499549,Avatar,2923706026,785221649,2138484377,2009,""": null,
  ",1342121,10,1,7.9,PG-13,2009-12-18," paraplegic,spiritualism,marine,future,forest protection",2H42M,"""Action""","""Adventure""","""Fantasy""","""SamWorthington""","""ZoeSaldana""","""SigourneyWeaver""","""JamesCameron""",,,"""JamesCameron""",,
1,tt4154796,Avengers: Endgame,2799439100,858373000,1941066100,2019,""": null,
  ",1179887,10,1,8.4,PG-13,2019-04-26," time travel,superhero,super villain,cosmic,marvel cinematic universe",3H1M,"""Action""","""Adventure""","""Drama""","""RobertDowneyJr.""","""ChrisEvans""","""MarkRuffalo""","""AnthonyRusso""","""JoeRusso""",,"""ChristopherMarkus""","""StephenMcFeely""","""StanLee"""
2,tt1630029,Avatar: The Way of Water,2320250281,684075767,1636174514,2022,""": null,
  ",385635,10,1,7.7,PG-13,2022-12-16," underwater,ocean,jungle,water,second part",3H12M,"""Action""","""Adventure""","""Fantasy""","""SamWorthington""","""ZoeSaldana""","""SigourneyWeaver""","""JamesCameron""",,,"""JamesCameron""","""RickJaffa""","""AmandaSilver"""
3,tt0120338,Titanic,2264743305,674292608,1590450697,1997,""": ""A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."",
  ",1219251,10,1,7.9,PG-13,1997-12-19," iceberg,sunken ship,drowning,sailor&apos;s death,violence",3H14M,"""Drama""","""Romance""",,"""LeonardoDiCaprio""","""KateWinslet""","""BillyZane""","""JamesCameron""",,,"""JamesCameron""",,
4,tt2488496,Star Wars: Episode VII - The Force Awakens,2071310218,936662225,1134647993,2015,""": ""As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."",
  ",947338,10,1,7.8,PG-13,2015-12-18," crash landing,reboot,actor reprises previous role,hatred,death",2H18M,"""Action""","""Adventure""","""Sci-Fi""","""DaisyRidley""","""JohnBoyega""","""OscarIsaac""","""J.J.Abrams""",,,"""LawrenceKasdan""","""J.J.Abrams""","""MichaelArndt"""
5,tt4154756,Avengers: Infinity War,2052415039,678815482,1373599557,2018,""": ""The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe."",
  ",1123271,10,1,8.4,PG-13,2018-04-27," superhero,death of recurring character,supervillain,ensemble cast,marvel cinematic universe",2H29M,"""Action""","""Adventure""","""Sci-Fi""","""RobertDowneyJr.""","""ChrisHemsworth""","""MarkRuffalo""","""AnthonyRusso""","""JoeRusso""",,"""ChristopherMarkus""","""StephenMcFeely""","""StanLee"""
6,tt10872600,Spider-Man: No Way Home,1921847111,814115070,1107732041,2021,""": ""With Spider-Man&apos;s identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man."",
  ",796933,10,1,8.2,PG-13,2021-12-17," spider man character,superhero,marvel cinematic universe,multiverse,green goblin character",2H28M,"""Action""","""Adventure""","""Fantasy""","""TomHolland""","""Zendaya""","""BenedictCumberbatch""","""JonWatts""",,,"""ChrisMcKenna""","""ErikSommers""","""StanLee"""
7,tt0369610,Jurassic World,1671537444,653406625,1018130819,2015,""": null,
  ",656929,10,1,6.9,PG-13,2015-06-12," dinosaur,velociraptor,theme park,disaster film,experiment gone wrong",2H4M,"""Action""","""Adventure""","""Sci-Fi""","""ChrisPratt""","""BryceDallasHoward""","""TySimpkins""","""ColinTrevorrow""",,,"""RickJaffa""","""AmandaSilver""","""ColinTrevorrow"""
8,tt6105098,The Lion King,1663075401,543638043,1119437358,2019,""": ""After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery."",
  ",254020,10,1,6.8,PG,2019-07-19," remake of remake,remake,lion,warthog,meerkat",1H58M,"""Animation""","""Adventure""","""Drama""","""DonaldGlover""","""Beyonc\\u00e9""","""SethRogen""","""JonFavreau""",,,"""JeffNathanson""","""IreneMecchi""","""JonathanRoberts"""
9,tt0848228,The Avengers,1520538536,623357910,897180626,2012,""": ""Earth&apos;s mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity."",
  ",1417159,10,1,8.0,PG-13,2012-05-04," superhero,marvel cinematic universe,avengers,alien invasion,s.h.i.e.l.d.",2H23M,"""Action""","""Sci-Fi""",,"""RobertDowneyJr.""","""ChrisEvans""","""ScarlettJohansson""","""JossWhedon""",,,"""JossWhedon""","""ZakPenn""",
10,tt2820852,Furious 7,1515341399,353007020,1162334379,2015,""": ""Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother."",
  ",400479,10,1,7.1,PG-13,2015-04-03," revenge,car falling off a cliff,hospital,star died before release,bulletproof vest",2H17M,"""Action""","""Crime""","""Thriller""","""VinDiesel""","""PaulWalker""","""DwayneJohnson""","""JamesWan""",,,"""ChrisMorgan""","""GaryScottThompson""",
11,tt1745960,Top Gun: Maverick,1493491858,718732821,774759037,2022,""": null,
  ",589333,10,1,8.3,PG-13,2022-05-27," fighter jet,aircraft carrier,dogfight,sequel,naval aviation",2H10M,"""Action""","""Drama""",,"""TomCruise""","""JenniferConnelly""","""MilesTeller""","""JosephKosinski""",,,"""JimCash""","""JackEppsJr.""","""PeterCraig"""
12,tt4520988,Frozen II,1453683476,477373578,976309898,2019,""": ""Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa&apos;s powers in order to save their kingdom."",
  ",181281,10,1,6.8,PG,2019-11-22," autumn,anthropomorphic snowman,magic,female protagonist,salamander",1H43M,"""Animation""","""Adventure""","""Comedy""","""KristenBell""","""IdinaMenzel""","""JoshGad""","""ChrisBuck""","""JenniferLee""",,"""JenniferLee""","""HansChristianAndersen""","""ChrisBuck"""
13,tt2395427,Avengers: Age of Ultron,1405018048,459005868,946012180,2015,""": ""When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it&apos;s up to Earth&apos;s mightiest heroes to stop the villainous Ultron from enacting his terrible plan."",
  ",885545,10,1,7.3,PG-13,2015-05-01," superhero,marvel cinematic universe,artificial intelligence,hallucination,superhero team",2H21M,"""Action""","""Adventure""","""Sci-Fi""","""RobertDowneyJr.""","""ChrisEvans""","""MarkRuffalo""","""JossWhedon""",,,"""JossWhedon""","""StanLee""","""JackKirby"""
14,tt1825683,Black Panther,1349926083,700426566,649499517,2018,""": ""T&apos;Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country&apos;s past."",
  ",801925,10,1,7.3,PG-13,2018-02-16," marvel cinematic universe,marvel comics,based on comic book,king,african king",2H14M,"""Action""","""Adventure""","""Sci-Fi""","""ChadwickBoseman""","""MichaelB.Jordan""","""LupitaNyong&apos;o""","""RyanCoogler""",,,"""RyanCoogler""","""JoeRobertCole""","""StanLee"""
15,tt1201607,Harry Potter and the Deathly Hallows: Part 2,1342359942,381447587,960912355,2011,""": ""Harry, Ron, and Hermione search for Voldemort&apos;s remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."",
  ",900498,10,1,8.1,PG-13,2011-07-15," friendship,snake,ginny weasley character,lucius malfoy character,hermione granger character",2H10M,"""Adventure""","""Family""","""Fantasy""","""DanielRadcliffe""","""EmmaWatson""","""RupertGrint""","""DavidYates""",,,"""SteveKloves""","""J.K.Rowling""",
16,tt2527336,Star Wars: Episode VIII - The Last Jedi,1334407706,620181382,714226324,2017,""": null,
  ",647792,10,1,6.9,PG-13,2017-12-15," wisecrack humor,deception,betrayal,mother son relationship,sabotage",2H32M,"""Action""","""Adventure""","""Fantasy""","""DaisyRidley""","""JohnBoyega""","""MarkHamill""","""RianJohnson""",,,"""RianJohnson""","""GeorgeLucas""",
17,tt4881806,Jurassic World: Fallen Kingdom,1310466296,417719760,892746536,2018,""": ""When the island&apos;s dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event."",
  ",327319,10,1,6.1,PG-13,2018-06-22," dinosaur,island,sequel,clone,tyrannosaurus rex",2H8M,"""Action""","""Adventure""","""Sci-Fi""","""ChrisPratt""","""BryceDallasHoward""","""RafeSpall""","""J.A.Bayona""",,,"""DerekConnolly""","""ColinTrevorrow""","""MichaelCrichton"""
18,tt2294629,Frozen,1284540518,400953009,883587509,2013,""": null,
  ",639458,10,1,7.4,PG,2013-11-27," magic,snowman,sister sister relationship,ice,snow",1H42M,"""Animation""","""Adventure""","""Comedy""","""KristenBell""","""IdinaMenzel""","""JonathanGroff""","""ChrisBuck""","""JenniferLee""",,"""JenniferLee""","""HansChristianAndersen""","""ChrisBuck"""
19,tt6718170,The Super Mario Bros. Movie,1283699957,561733225,721966732,2023,""": ""A plumber named Mario travels through an underground labyrinth with his brother, Luigi, trying to save a captured princess."",
  ",126734,10,1,7.2,PG,2023-04-05," princess,based on video game,cross dressing,plumber,cgi animation",1H32M,"""Animation""","""Adventure""","""Comedy""","""ChrisPratt""","""AnyaTaylor-Joy""","""CharlieDay""","""AaronHorvath""","""MichaelJelenic""","""PierreLeduc""","""MatthewFogel""",,
20,tt2771200,Beauty and the Beast,1266115964,504481165,761634799,2017,""": ""A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."",
  ",319223,10,1,7.1,PG,2017-03-17," beast,fairy tale,heroine,beast&apos;s heart,remake of oscar winner",2H9M,"""Adventure""","""Family""","""Fantasy""","""EmmaWatson""","""DanStevens""","""LukeEvans""","""BillCondon""",,,"""StephenChbosky""","""EvanSpiliotopoulos""","""LindaWoolverton"""
21,tt3606756,Incredibles 2,1243225667,608581744,634643923,2018,""": null,
  ",309500,10,1,7.6,PG,2018-06-15," computer animation,superheroine,superhero,working mother,parenting",1H58M,"""Animation""","""Action""","""Adventure""","""CraigT.Nelson""","""HollyHunter""","""SarahVowell""","""BradBird""",,,"""BradBird""",,
22,tt4630562,The Fate of the Furious,1236005118,226008385,1009996733,2017,""": null,
  ",241466,10,1,6.6,PG-13,2017-04-14," submarine,car,fast and furious franchise,betrayal,bulletproof vest",2H16M,"""Action""","""Crime""","""Thriller""","""VinDiesel""","""JasonStatham""","""DwayneJohnson""","""F.GaryGray""",,,"""GaryScottThompson""","""ChrisMorgan""",
23,tt1300854,Iron Man 3,1215577205,409013994,806563211,2013,""": null,
  ",869319,10,1,7.1,PG-13,2013-05-03," terrorist,billionaire,human bomb,superhero,armor",2H10M,"""Action""","""Adventure""","""Sci-Fi""","""RobertDowneyJr.""","""GuyPearce""","""GwynethPaltrow""","""ShaneBlack""",,,"""DrewPearce""","""ShaneBlack""","""StanLee"""
24,tt2293640,Minions,1159444662,336045770,823398892,2015,""": ""Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."",
  ",247071,10,1,6.4,PG,2015-07-10," minion,villain,invented language,one word title,snow adventure",1H31M,"""Animation""","""Adventure""","""Comedy""","""SandraBullock""","""JonHamm""","""MichaelKeaton""","""KyleBalda""","""PierreCoffin""",,"""BrianLynch""",,
25,tt3498820,Captain America: Civil War,1155046416,408084349,746962067,2016,""": null,
  ",811646,10,1,7.8,PG-13,2016-05-06," marvel cinematic universe,based on comic book,superhero,siberia,friendship between men",2H27M,"""Action""","""Sci-Fi""",,"""ChrisEvans""","""RobertDowneyJr.""","""ScarlettJohansson""","""AnthonyRusso""","""JoeRusso""",,"""ChristopherMarkus""","""StephenMcFeely""","""JoeSimon"""
26,tt1477834,Aquaman,1148528393,335104314,813424079,2018,""": null,
  ",491256,10,1,6.8,PG-13,2018-12-21," dc comics,aquaman character,based on comic book,ocean,king",2H23M,"""Action""","""Adventure""","""Fantasy""","""JasonMomoa""","""AmberHeard""","""WillemDafoe""","""JamesWan""",,,"""DavidLeslieJohnson-McGoldrick""","""WillBeall""","""GeoffJohns"""
27,tt0167260,The Lord of the Rings: The Return of the King,1147633833,379427292,768206541,2003,""": null,
  ",1887010,10,1,9.0,PG-13,2003-12-17," journey,orc,middle earth,hobbit,ring",3H21M,"""Action""","""Adventure""","""Drama""","""ElijahWood""","""ViggoMortensen""","""IanMcKellen""","""PeterJackson""",,,"""J.R.R.Tolkien""","""FranWalsh""","""PhilippaBoyens"""
28,tt1074638,Skyfall,1142471295,304360277,838111018,2012,""": ""James Bond&apos;s loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."",
  ",709764,10,1,7.8,PG-13,2012-11-09," 007,death of major character,official bond film,official james bond series,james bond character",2H23M,"""Action""","""Adventure""","""Thriller""","""DanielCraig""","""JavierBardem""","""NaomieHarris""","""SamMendes""",,,"""NealPurvis""","""RobertWade""","""JohnLogan"""
29,tt6320628,Spider-Man: Far from Home,1131927996,390532085,741395911,2019,""": ""Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever."",
  ",515879,10,1,7.4,PG-13,2019-07-02," marvel cinematic universe,vacation,school trip,superhero,sequel",2H9M,"""Action""","""Adventure""","""Comedy""","""TomHolland""","""SamuelL.Jackson""","""JakeGyllenhaal""","""JonWatts""",,,"""ChrisMcKenna""","""ErikSommers""","""StanLee"""
30,tt4154664,Captain Marvel,1131416446,426829839,704586607,2019,""": null,
  ",579323,10,1,6.8,PG-13,2019-03-08," superhero,supernatural power,based on comic book,marvel cinematic universe,stan lee cameo",2H3M,"""Action""","""Adventure""","""Sci-Fi""","""BrieLarson""","""SamuelL.Jackson""","""BenMendelsohn""","""AnnaBoden""","""RyanFleck""",,"""AnnaBoden""","""RyanFleck""","""GenevaRobertson-Dworet"""
31,tt1399103,Transformers: Dark of the Moon,1123794079,352390543,771403536,2011,""": ""The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets."",
  ",418066,10,1,6.2,PG-13,2011-06-29," job interview,year 1969,optimus prime character,actor reprises previous role,weapons fire",2H34M,"""Action""","""Adventure""","""Sci-Fi""","""ShiaLaBeouf""","""RosieHuntington-Whiteley""","""TyreseGibson""","""MichaelBay""",,,"""EhrenKruger""",,
32,tt0107290,Jurassic Park,1109802321,404214720,705587601,1993,""": ""A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park&apos;s cloned dinosaurs to run loose."",
  ",1013819,10,1,8.2,PG-13,1993-06-11," dinosaur,scientist,bipedal dinosaur,tyrannosaurus rex,sneeze",2H7M,"""Action""","""Adventure""","""Sci-Fi""","""SamNeill""","""LauraDern""","""JeffGoldblum""","""StevenSpielberg""",,,"""MichaelCrichton""","""DavidKoepp""",
33,tt2109248,Transformers: Age of Extinction,1104054072,245439076,858614996,2014,""": ""When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help."",
  ",321382,10,1,5.6,PG-13,2014-06-27," blockbuster,based on tv series,snow adventure,truck,texas",2H45M,"""Action""","""Adventure""","""Sci-Fi""","""MarkWahlberg""","""NicolaPeltzBeckham""","""JackReynor""","""MichaelBay""",,,"""EhrenKruger""",,
34,tt1345836,The Dark Knight Rises,1081169825,448149584,633020241,2012,""": null,
  ",1741468,10,1,8.4,PG-13,2012-07-20," dc comics,batman character,bruce wayne character,terrorist plot,sequel",2H44M,"""Action""","""Drama""","""Thriller""","""ChristianBale""","""TomHardy""","""AnneHathaway""","""ChristopherNolan""",,,"""JonathanNolan""","""ChristopherNolan""","""DavidS.Goyer"""
35,tt2527338,Star Wars: Episode IX - The Rise of Skywalker,1077022372,515202542,561819830,2019,""": ""In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come."",
  ",467634,10,1,6.5,PG-13,2019-12-20," evil,quicksand,space opera,star wars,disney star wars",2H21M,"""Action""","""Adventure""","""Fantasy""","""DaisyRidley""","""JohnBoyega""","""OscarIsaac""","""J.J.Abrams""",,,"""ChrisTerrio""","""J.J.Abrams""","""DerekConnolly"""
36,tt7286456,Joker,1074458282,335477657,738980625,2019,""": ""The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham&apos;s clown prince and leader of the revolution."",
  ",1354237,10,1,8.4,R,2019-10-04," mental illness,evil clown,stand up comedian,nihilism,clown",2H2M,"""Crime""","""Drama""","""Thriller""","""JoaquinPhoenix""","""RobertDeNiro""","""ZazieBeetz""","""ToddPhillips""",,,"""ToddPhillips""","""ScottSilver""","""BobKane"""
37,tt1979376,Toy Story 4,1073841394,434038008,639803386,2019,""": null,
  ",262006,10,1,7.7,G,2019-06-21," sequel,toy,talking toy,buzz lightyear character,fourth part",1H40M,"""Animation""","""Adventure""","""Comedy""","""TomHanks""","""TimAllen""","""AnniePotts""","""JoshCooley""",,,"""JohnLasseter""","""AndrewStanton""","""JoshCooley"""
38,tt0435761,Toy Story 3,1067316101,415004880,652311221,2010,""": ""The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it&apos;s up to Woody to convince the other toys that they weren&apos;t abandoned and to return home."",
  ",854975,10,1,8.3,G,2010-06-18," toy,evil teddy bear,recycling,sheriff,janitor",1H43M,"""Animation""","""Adventure""","""Comedy""","""TomHanks""","""TimAllen""","""JoanCusack""","""LeeUnkrich""",,,"""JohnLasseter""","""AndrewStanton""","""LeeUnkrich"""
39,tt0383574,Pirates of the Caribbean: Dead Man's Chest,1066179747,423315812,642863935,2006,""": null,
  ",736705,10,1,7.3,PG-13,2006-07-07," heart,pirate,liar&apos;s dice,monster,giant squid",2H31M,"""Action""","""Adventure""","""Fantasy""","""JohnnyDepp""","""OrlandoBloom""","""KeiraKnightley""","""GoreVerbinski""",,,"""TedElliott""","""TerryRossio""","""StuartBeattie"""
40,tt3748528,Rogue One: A Star Wars Story,1058682142,533539991,525142151,2016,""": ""In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire&apos;s ultimate weapon of destruction."",
  ",657775,10,1,7.8,PG-13,2016-12-16," star wars,death star,space opera,darth vader character,jyn erso character",2H13M,"""Action""","""Adventure""","""Sci-Fi""","""FelicityJones""","""DiegoLuna""","""AlanTudyk""","""GarethEdwards""",,,"""ChrisWeitz""","""TonyGilroy""","""JohnKnoll"""
41,tt6139732,Aladdin,1054304000,355559216,698744784,2019,""": ""A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true."",
  ",275858,10,1,6.9,PG,2019-05-24," flying carpet,monkey,tiger,parrot,princess",2H8M,"""Adventure""","""Comedy""","""Family""","""WillSmith""","""MenaMassoud""","""NaomiScott""","""GuyRitchie""",,,"""JohnAugust""","""GuyRitchie""",
42,tt1298650,Pirates of the Caribbean: On Stranger Tides,1046721266,241071802,805649464,2011,""": ""Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too."",
  ",541497,10,1,6.6,PG-13,2011-05-20," pirate,female nudity,blackbeard,captain,soldier",2H16M,"""Action""","""Adventure""","""Fantasy""","""JohnnyDepp""","""Pen\\u00e9lopeCruz""","""IanMcShane""","""RobMarshall""",,,"""TedElliott""","""TerryRossio""","""StuartBeattie"""
43,tt3469046,Despicable Me 3,1034800131,264624300,770175831,2017,""": ""Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist."",
  ",142796,10,1,6.2,PG,2017-06-30," twin brother,minion,twins,hair,blockbuster",1H29M,"""Animation""","""Adventure""","""Comedy""","""SteveCarell""","""KristenWiig""","""TreyParker""","""KyleBalda""","""PierreCoffin""","""EricGuillon""","""CincoPaul""","""KenDaurio""",
44,tt2277860,Finding Dory,1029266989,486295561,542971428,2016,""": ""Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way."",
  ",286805,10,1,7.3,PG,2016-06-17," fish,ocean,whale,octopus driving a truck,talking animal",1H37M,"""Animation""","""Adventure""","""Comedy""","""EllenDeGeneres""","""AlbertBrooks""","""EdO&apos;Neill""","""AndrewStanton""","""AngusMacLane""",,"""AndrewStanton""","""VictoriaStrouse""",
45,tt0120915,Star Wars: Episode I - The Phantom Menace,1027082707,474544677,552538030,1999,""": ""Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory."",
  ",825550,10,1,6.5,PG,1999-05-19," torso cut in half,star wars,prequel,starfighter,race",2H16M,"""Action""","""Adventure""","""Fantasy""","""EwanMcGregor""","""LiamNeeson""","""NataliePortman""","""GeorgeLucas""",,,"""GeorgeLucas""",,
46,tt2948356,Zootopia,1025521689,341268248,684253441,2016,""": ""In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."",
  ",516303,10,1,8.0,PG,2016-03-04," anthropomorphic animal,con artist,rabbit,police,furry",1H48M,"""Animation""","""Adventure""","""Comedy""","""GinniferGoodwin""","""JasonBateman""","""IdrisElba""","""ByronHoward""","""RichMoore""","""JaredBush""","""ByronHoward""","""RichMoore""","""JaredBush"""
47,tt1014759,Alice in Wonderland,1025468216,334191110,691277106,2010,""": null,
  ",425461,10,1,6.4,PG,2010-03-05," wonderland,alice character,alice in wonderland,caterpillar character,the mad hatter character",1H48M,"""Adventure""","""Family""","""Fantasy""","""MiaWasikowska""","""JohnnyDepp""","""HelenaBonhamCarter""","""TimBurton""",,,"""LindaWoolverton""","""LewisCarroll""",
48,tt0241527,Harry Potter and the Sorcerer's Stone,1023842938,318886962,704955976,2001,""": null,
  ",810385,10,1,7.6,PG,2001-11-16," magic,wizard,orphan,school of magic,based on novel",2H32M,"""Adventure""","""Family""","""Fantasy""","""DanielRadcliffe""","""RupertGrint""","""RichardHarris""","""ChrisColumbus""",,,"""J.K.Rowling""","""SteveKloves""",
49,tt0903624,The Hobbit: An Unexpected Journey,1017030651,303030651,714000000,2012,""": ""A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."",
  ",843996,10,1,7.8,PG-13,2012-12-14," wizard,hobbit,dragon,orc,sword and sorcery",2H49M,"""Adventure""","""Fantasy""",,"""MartinFreeman""","""IanMcKellen""","""RichardArmitage""","""PeterJackson""",,,"""FranWalsh""","""PhilippaBoyens""","""PeterJackson"""
50,tt0468569,The Dark Knight,1006234167,534987076,471247091,2008,""": ""When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice."",
  ",2718114,10,1,9.0,PG-13,2008-07-18," dc comics,psychopath,moral dilemma,clown,superhero",2H32M,"""Action""","""Crime""","""Drama""","""ChristianBale""","""HeathLedger""","""AaronEckhart""","""ChristopherNolan""",,,"""JonathanNolan""","""ChristopherNolan""","""DavidS.Goyer"""
51,tt8041270,Jurassic World: Dominion,1001978080,376851080,625127000,2022,""": ""Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects."",
  ",183826,10,1,5.6,PG-13,2022-06-10," tyrannosaurus rex,velociraptor,dinosaur,locust,new zealand actor playing american character",2H27M,"""Action""","""Adventure""","""Sci-Fi""","""ChrisPratt""","""BryceDallasHoward""","""LauraDern""","""ColinTrevorrow""",,,"""EmilyCarmichael""","""ColinTrevorrow""","""DerekConnolly"""
52,tt2283362,Jumanji: Welcome to the Jungle,995339117,404540171,590798946,2017,""": null,
  ",396887,10,1,6.9,PG-13,2017-12-20," jungle,trapped in a game,adventurer,action hero,helicopter",1H59M,"""Action""","""Adventure""","""Comedy""","""DwayneJohnson""","""KarenGillan""","""KevinHart""","""JakeKasdan""",,,"""ChrisMcKenna""","""ErikSommers""","""ScottRosenberg"""
53,tt0926084,Harry Potter and the Deathly Hallows: Part 1,977070383,296374621,680695762,2010,""": null,
  ",567832,10,1,7.7,PG-13,2010-11-19," magic,based on young adult novel,fear,cemetery,sequel",2H26M,"""Adventure""","""Family""","""Fantasy""","""DanielRadcliffe""","""EmmaWatson""","""RupertGrint""","""DavidYates""",,,"""SteveKloves""","""J.K.Rowling""",
54,tt1690953,Despicable Me 2,970766005,368065385,602700620,2013,""": null,
  ",410387,10,1,7.3,PG,2013-07-03," minion,woman agent,overprotective father,dating,undercover spy",1H38M,"""Animation""","""Adventure""","""Comedy""","""SteveCarell""","""KristenWiig""","""BenjaminBratt""","""PierreCoffin""","""ChrisRenaud""",,"""CincoPaul""","""KenDaurio""",
55,tt0110357,The Lion King,968511805,422783777,545728028,1994,""": ""Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."",
  ",1085164,10,1,8.5,G,1994-06-24," africa,king,lion,shakespearean,prince",1H28M,"""Animation""","""Adventure""","""Drama""","""MatthewBroderick""","""JeremyIrons""","""JamesEarlJones""","""RogerAllers""","""RobMinkoff""",,"""IreneMecchi""","""JonathanRoberts""","""LindaWoolverton"""
56,tt3040964,The Jungle Book,967724775,364001123,603723652,2016,""": ""After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo."",
  ",283595,10,1,7.4,PG,2016-04-15," jungle,human animal relationship,tiger,wolf,black panther",1H46M,"""Adventure""","""Drama""","""Family""","""NeelSethi""","""BillMurray""","""BenKingsley""","""JonFavreau""",,,"""JustinMarks""","""RudyardKipling""",
57,tt2310332,The Hobbit: The Battle of the Five Armies,962201338,255138261,707063077,2014,""": null,
  ",547657,10,1,7.4,PG-13,2014-12-17," middle earth,army,epic,hobbit,epic battle",2H24M,"""Adventure""","""Fantasy""",,"""IanMcKellen""","""MartinFreeman""","""RichardArmitage""","""PeterJackson""",,,"""FranWalsh""","""PhilippaBoyens""","""PeterJackson"""
58,tt0449088,Pirates of the Caribbean: At World's End,961691209,309420425,652270784,2007,""": ""Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle."",
  ",666926,10,1,7.1,PG-13,2007-05-25," pirate,mass hanging,based on theme park ride,snow adventure,goddess",2H49M,"""Action""","""Adventure""","""Fantasy""","""JohnnyDepp""","""OrlandoBloom""","""KeiraKnightley""","""GoreVerbinski""",,,"""TedElliott""","""TerryRossio""","""StuartBeattie"""
59,tt1170358,The Hobbit: The Desolation of Smaug,959027992,258387334,700640658,2013,""": ""The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."",
  ",678928,10,1,7.8,PG-13,2013-12-13," lord of the rings,middle earth,sequel,epic,sequel to prequel",2H41M,"""Fantasy""",,,"""IanMcKellen""","""MartinFreeman""","""RichardArmitage""","""PeterJackson""",,,"""FranWalsh""","""PhilippaBoyens""","""PeterJackson"""
60,tt9419884,Doctor Strange in the Multiverse of Madness,955775804,411331607,544444197,2022,""": ""Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the mul..."",
  ",438901,10,1,6.9,PG-13,2022-05-06," doctor strange character,sequel,marvel comics,second part,scarlet witch character",2H6M,"""Action""","""Adventure""","""Fantasy""","""BenedictCumberbatch""","""ElizabethOlsen""","""ChiwetelEjiofor""","""SamRaimi""",,,"""MichaelWaldron""","""StanLee""","""SteveDitko"""
